grade_biologi_odd,kkm_biologi_odd,grade_biologi_even,kkm_biologi_even,grade_fisika_odd,kkm_fisika_odd,grade_fisika_even,kkm_fisika_even,grade_kimia_odd,kkm_kimia_odd,grade_kimia_even,kkm_kimia_even,grade_sosiologi_odd,kkm_sosiologi_odd,grade_sosiologi_even,kkm_sosiologi_even,grade_geografi_odd,kkm_geografi_odd,grade_geografi_even,kkm_geografi_even,grade_ekonomi_odd,kkm_ekonomi_odd,grade_ekonomi_even,kkm_ekonomi_even,grade_matematika_odd,kkm_matematika_odd,grade_matematika_even,kkm_matematika_even,grade_bahasa_inggris_odd,kkm_bahasa_inggris_odd,grade_bahasa_inggris_even,kkm_bahasa_inggris_even,grade_bahasa_indonesia_odd,kkm_bahasa_indonesia_odd,grade_bahasa_indonesia_even,kkm_bahasa_indonesia_even,grade_bahasa_mandarin_odd,kkm_bahasa_mandarin_odd,grade_bahasa_mandarin_even,kkm_bahasa_mandarin_even,grade_bahasa_jepang_odd,kkm_bahasa_jepang_odd,grade_bahasa_jepang_even,kkm_bahasa_jepang_even,grade_bahasa_korea_odd,kkm_bahasa_korea_odd,grade_bahasa_korea_even,kkm_bahasa_korea_even,grade_bahasa_jerman_odd,kkm_bahasa_jerman_odd,grade_bahasa_jerman_even,kkm_bahasa_jerman_even,name,status
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,68,79,68,83,68,84,68,82,68,84,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
83,68,83,68,77,68,79,68,76,68,76,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,75,83,75,85,75,87,75,84,75,86,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
79,75,80,75,81,75,82,75,81,75,81,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,75,93,75,92,75,95,75,90,75,91,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
91,75,96,75,93,75,94,75,92,75,93,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,76,85,76,86,76,87,76,79,76,87,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
80,76,83,76,78,76,79,76,80,76,82,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,76,92,76,82,76,76,76,77,76,81,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Informatika,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,76,92,76,82,76,76,76,77,76,81,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter Gigi,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,76,92,76,82,76,76,76,77,76,81,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
85,76,80,76,79,76,80,76,79,76,80,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Informatika,0
85,76,80,76,79,76,80,76,79,76,80,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter Gigi,0
85,76,80,76,79,76,80,76,79,76,80,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,76,85,76,86,76,87,76,79,76,87,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
80,76,83,76,78,76,79,76,80,76,82,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,79,83,79,79,79,79,79,85,79,85,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
81,79,82,79,79,79,80,79,82,79,82,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,68,75,68,86,68,87,68,75,68,73,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,0
0,0,0,0,0,0,0,0,0,0,0,0,83,68,79,68,80,68,82,68,81,68,85,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,80,86,80,87,80,90,80,80,80,83,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
82,80,84,80,85,80,87,80,83,80,82,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,75,84,75,87,75,87,75,86,75,86,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
88,75,91,75,87,75,83,75,89,75,92,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,80,0,84,0,86,0,87,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Akuntansi,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,72,84,70,82,72,85,70,82,72,85,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
83,72,87,70,82,72,77,70,89,72,88,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,75,82,75,85,75,77,75,85,75,83,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sistem Informasi,0
0,0,0,0,0,0,0,0,0,0,0,0,80,75,78,75,83,75,85,75,82,75,79,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sistem Informasi,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,72,84,72,81,72,82,72,85,72,86,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
83,72,85,72,80,72,82,72,85,72,90,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,76,94,76,89,76,92,76,89,76,90,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
89,76,90,76,89,76,92,76,93,76,94,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,90,0,81,0,91,0,79,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Akuntansi,0
0,0,0,0,0,0,0,0,0,0,0,0,91,0,93,0,83,0,79,0,96,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Akuntansi,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,77,75,89,75,86,75,80,75,82,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sistem Informasi,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,68,79,68,78,68,80,68,81,68,84,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
81,68,82,68,80,68,82,68,80,68,81,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,65,79,65,80,65,84,65,88,65,84,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
78,65,79,65,85,65,85,65,80,65,82,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,75,75,75,75,76,75,77,75,82,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilmu Hukum,0
0,0,0,0,0,0,0,0,0,0,0,0,75,75,80,75,81,75,86,75,75,75,76,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilmu Hukum,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,75,75,80,75,90,75,79,75,84,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilmu Hukum,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,75,89,75,87,75,87,75,87,75,88,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilmu Hukum,0
83,75,87,75,92,75,92,75,85,75,90,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilmu Hukum,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,75,82,75,85,75,80,75,84,75,82,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
90,75,94,75,76,75,77,75,86,75,76,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,75,86,75,89,75,90,75,85,75,89,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
88,75,88,75,87,75,87,75,89,75,94,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,75,84,75,93,75,93,75,85,75,87,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
91,75,91,75,85,75,85,75,86,75,90,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,75,83,75,81,75,91,75,80,75,90,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sistem Informasi,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,76,85,76,78,76,79,76,89,76,90,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
