grade_biologi_odd,kkm_biologi_odd,grade_biologi_even,kkm_biologi_even,grade_fisika_odd,kkm_fisika_odd,grade_fisika_even,kkm_fisika_even,grade_kimia_odd,kkm_kimia_odd,grade_kimia_even,kkm_kimia_even,grade_sosiologi_odd,kkm_sosiologi_odd,grade_sosiologi_even,kkm_sosiologi_even,grade_geografi_odd,kkm_geografi_odd,grade_geografi_even,kkm_geografi_even,grade_ekonomi_odd,kkm_ekonomi_odd,grade_ekonomi_even,kkm_ekonomi_even,grade_matematika_odd,kkm_matematika_odd,grade_matematika_even,kkm_matematika_even,grade_bahasa_inggris_odd,kkm_bahasa_inggris_odd,grade_bahasa_inggris_even,kkm_bahasa_inggris_even,grade_bahasa_indonesia_odd,kkm_bahasa_indonesia_odd,grade_bahasa_indonesia_even,kkm_bahasa_indonesia_even,grade_bahasa_mandarin_odd,kkm_bahasa_mandarin_odd,grade_bahasa_mandarin_even,kkm_bahasa_mandarin_even,grade_bahasa_jepang_odd,kkm_bahasa_jepang_odd,grade_bahasa_jepang_even,kkm_bahasa_jepang_even,grade_bahasa_korea_odd,kkm_bahasa_korea_odd,grade_bahasa_korea_even,kkm_bahasa_korea_even,grade_bahasa_jerman_odd,kkm_bahasa_jerman_odd,grade_bahasa_jerman_even,kkm_bahasa_jerman_even,name,status
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,76,83,76,83,76,91,76,86,76,85,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,1
0,75,0,0,0,73,0,0,0,73,83,0,0,0,0,0,0,0,0,0,0,0,0,0,84,75,87,0,70,0,0,0,88,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,75,80,75,77,75,77,75,82,75,77,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilmu Hukum,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,67,73,67,72,65,73,65,72,70,79,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Informatika,1
0,0,0,0,0,75,81,0,0,78,0,70,0,0,0,0,0,0,0,0,0,0,0,75,90,70,80,65,0,0,88,0,0,70,82,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manajemen,0
87,75,87,75,87,75,88,75,87,75,85,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desain Komunikasi Visual,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,75,82,75,83,75,81,75,84,75,77,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Akuntansi,1
0,75,91,0,0,0,86,0,87,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,82,0,0,77,0,75,75,0,91,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter Gigi,0
90,0,0,0,90,75,85,70,0,70,84,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,90,0,85,70,90,0,84,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sastra China,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,75,81,75,84,75,86,75,83,75,83,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arsitektur,0
0,0,0,0,0,0,0,0,0,0,0,0,87,87,86,88,85,87,89,86,86,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilmu Hukum,0
0,0,0,0,0,65,86,78,0,73,82,0,0,0,0,75,83,0,0,72,0,0,85,0,81,70,77,0,0,70,80,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,0
0,0,0,0,0,0,0,0,0,0,0,0,79,75,82,75,75,75,80,75,80,75,81,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manajemen,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,74,86,74,87,74,82,74,92,74,93,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,1
0,0,0,0,0,0,0,0,0,0,0,0,91,75,84,75,95,75,90,75,90,75,88,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seni Rupa Murni,1
0,78,0,0,76,0,0,0,79,75,91,0,84,0,0,0,0,0,0,78,0,0,0,0,93,71,85,0,0,75,73,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,0
0,0,0,0,0,75,0,0,78,73,78,73,0,75,0,0,0,0,0,0,70,0,80,0,88,0,88,0,95,0,82,72,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,72,82,72,86,72,87,72,78,72,85,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desain Interior,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,75,95,75,91,76,96,76,93,76,97,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manajemen,1
77,0,0,0,92,75,0,70,0,78,0,0,0,0,0,0,0,0,0,0,0,72,0,75,82,76,84,70,0,0,88,75,88,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
82,75,84,75,81,75,89,75,84,75,86,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manajemen,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,70,90,70,87,70,90,70,85,70,95,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,1
0,0,0,0,0,0,0,0,0,0,0,0,81,76,81,76,83,76,83,76,77,76,79,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Akuntansi,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,75,96,75,96,75,85,75,89,75,89,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Akuntansi,1
92,75,0,0,91,0,90,0,0,75,89,0,0,0,0,0,0,0,0,75,0,70,0,0,0,0,83,0,88,0,84,76,0,67,86,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Akuntansi,0
0,76,0,76,88,76,0,0,0,0,78,70,0,0,0,0,81,0,0,0,0,74,0,0,0,75,0,0,0,0,0,70,0,67,0,Err:522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Industri,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,73,79,73,73,73,78,73,82,73,89,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manajemen,1
0,0,83,70,0,0,0,70,63,0,90,0,0,0,0,0,86,0,0,0,0,70,0,76,0,73,85,0,0,0,0,75,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
0,0,0,0,0,65,90,0,0,0,0,0,0,0,94,0,0,0,81,0,0,0,0,0,0,75,0,76,91,65,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,0
0,75,90,0,0,0,0,75,0,75,91,0,0,0,0,68,0,0,0,0,0,0,0,0,73,0,0,75,82,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Akuntansi,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,76,82,76,84,76,86,74,86,76,84,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arsitektur,1
0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,75,0,76,92,0,0,70,89,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Informatika,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,68,82,68,86,68,89,68,78,68,78,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Sipil,1
85,70,86,70,86,70,87,70,88,70,88,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter Gigi,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,75,91,75,91,75,91,75,87,75,89,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,1
79,0,0,0,51,0,0,72,0,0,0,0,0,73,0,75,0,0,0,0,0,0,0,72,0,65,86,0,0,77,0,73,88,75,86,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter Gigi,0
71,68,72,68,61,68,81,68,71,68,70,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arsitektur,1
0,0,0,0,86,75,0,0,75,0,94,0,0,0,80,75,0,0,0,0,82,0,0,0,0,68,86,0,84,0,0,70,86,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sastra China,0
0,0,0,0,80,0,0,0,0,0,78,0,0,0,91,0,0,0,0,74,0,0,0,0,85,75,85,75,0,74,0,0,95,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arsitektur,0
77,75,79,75,81,75,77,75,78,75,76,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter Gigi,1
0,0,85,75,0,0,83,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,75,91,75,0,73,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manajemen,0
0,0,0,74,81,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,75,81,76,91,77,86,73,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sastra Jepang,0
85,76,85,76,83,76,82,76,81,76,82,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manajemen,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,70,82,70,87,70,87,70,85,70,90,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilmu Hukum,1
82,77,84,77,95,77,82,77,88,77,89,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desain Komunikasi Visual,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,70,70,70,77,70,89,70,90,70,90,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desain Komunikasi Visual,1
0,72,0,0,0,0,0,75,0,0,90,80,0,0,0,0,86,0,0,0,0,0,0,0,0,75,0,70,84,0,0,0,0,77,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Akuntansi,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,73,81,73,83,73,85,73,85,73,86,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manajemen,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,75,86,75,87,75,87,75,88,75,84,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,78,88,78,83,78,92,78,87,78,87,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,1
83,72,85,72,80,72,85,72,78,72,78,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter Gigi,1
92,77,86,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,70,0,75,0,75,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Industri,0
0,0,85,0,0,73,0,75,84,0,88,72,0,73,0,0,89,0,0,0,0,0,0,0,85,0,0,0,0,75,79,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Industri,0
0,0,0,0,0,0,0,0,0,0,0,0,85,75,85,75,85,75,88,75,88,75,80,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Industri,1
81,0,80,0,85,72,0,75,0,71,0,75,0,75,0,0,0,0,90,76,0,0,0,0,0,75,0,0,0,75,0,0,90,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilmu Hukum,0
0,68,0,0,85,Err:522,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,70,83,75,0,0,84,70,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,0
89,75,0,0,0,0,0,77,0,0,85,0,85,75,0,0,0,0,0,0,0,0,0,0,80,75,80,0,0,70,75,0,80,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilmu Hukum,0
0,0,0,0,0,0,79,76,0,0,0,0,0,0,81,70,0,0,0,0,0,0,0,0,92,75,83,0,74,0,94,0,89,0,94,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,0
80,70,80,70,74,70,77,70,78,70,78,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Informatika,1
0,0,87,0,0,75,0,0,87,70,78,0,0,0,0,0,83,0,0,0,0,0,0,0,87,70,77,75,82,62,78,0,86,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter Gigi,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,73,73,73,80,73,76,73,82,73,81,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Informatika,1
86,78,85,78,82,78,85,78,83,78,86,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Informatika,1
0,70,0,0,0,0,0,0,0,0,0,73,0,0,0,0,88,71,0,0,0,0,0,0,84,0,0,72,86,0,86,75,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,75,89,75,92,75,88,75,80,75,78,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,1
87,75,87,75,78,75,82,75,82,75,82,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilmu Hukum,1
96,75,92,75,94,75,88,75,95,75,93,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,75,85,75,76,75,82,75,87,75,85,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilmu Hukum,1
0,0,92,0,0,75,0,0,84,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,81,75,0,68,0,0,0,75,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desain Komunikasi Visual,0
0,70,92,0,0,0,0,0,0,0,86,0,0,0,0,0,0,73,0,70,0,0,0,0,0,75,0,0,85,0,89,75,0,70,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,66,75,66,80,66,80,66,81,66,86,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Sipil,1
0,0,92,75,0,0,0,0,0,0,81,75,0,0,84,0,0,0,0,0,89,0,0,0,88,75,80,0,73,0,80,76,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilmu Hukum,0
0,0,0,0,60,0,0,0,0,65,81,0,0,75,0,0,0,0,0,0,0,0,0,0,82,0,83,0,80,75,0,74,90,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Err:522,0,0,Teknik Industri,0
90,80,89,80,83,80,83,80,90,80,91,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,1
